%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609059067187274000,0,1609059067187274000,0.185041235063,0.0170118066402,0.781093462371,0.999739653715,0.00498877855484,0.0199973841334,-0.00978986750259,0.15038879519,-0.0388352154615,0.414097983241,0.0,0.0,0.0
1609059067287265000,1,1609059067287265000,0.229341436955,0.0104798403186,0.932775959341,0.99970431464,0.0050379217664,0.0204625561843,-0.0121320414479,0.161731452628,-0.0444937017167,0.489899195318,0.0,0.0,0.0
1609059067387289000,2,1609059067387289000,0.258975258493,0.00843775881807,1.0383544459,0.999701199744,0.00501808259446,0.0206057453105,-0.0121545603681,0.16026133743,-0.0496739713812,0.557899323432,0.0,0.0,0.0
1609059067487278000,3,1609059067487278000,0.269150570549,-0.000576610142567,1.13056547651,0.999676335508,0.00501883853944,0.0216912643369,-0.0123095303238,0.143836929021,-0.0649396628985,0.660796315229,0.0,0.0,0.0
1609059067587431000,4,1609059067587431000,0.285214810521,0.00816239021455,1.23426545119,0.999690379067,0.00507091134816,0.0213028592041,-0.0118160927851,0.134178644414,-0.0641517212235,0.693735969327,0.0,0.0,0.0
1609059067687286000,5,1609059067687286000,0.295115838816,0.00649536340172,1.32108211148,0.999710104527,0.00494660586503,0.020975977271,-0.0107352864624,0.126556981441,-0.0650023216904,0.691924393948,0.0,0.0,0.0
1609059067787624000,6,1609059067787624000,0.299681274448,0.00680355056573,1.39174922996,0.999699572507,0.00507194187951,0.0222012385975,-0.00906339559013,0.112269307848,-0.0642469708537,0.708660379846,0.0,0.0,0.0
1609059067887419000,7,1609059067887419000,0.30513301557,0.00240362102409,1.49149181528,0.99970475816,0.00510408269617,0.0221085041853,-0.00869246198072,0.0951321198443,-0.0668364132927,0.71437876038,0.0,0.0,0.0
1609059067987401000,8,1609059067987401000,0.3099886384,-0.00376495707011,1.60299065174,0.999736832047,0.00526473142881,0.020810915413,-0.00809042964672,0.0795877986442,-0.0656639207336,0.767679490961,0.0,0.0,0.0
1609059068087471000,9,1609059068087471000,0.317956083159,-0.00410021080153,1.7298189652,0.999739526069,0.00546258844053,0.0199350246345,-0.00967651469441,0.0805060629534,-0.0618177417856,0.820839282856,0.0,0.0,0.0
1609059068187565000,10,1609059068187565000,0.328896820543,-0.0134244076831,1.822404388,0.999754057856,0.00545889586504,0.0187837373224,-0.0104496635271,0.0736970436006,-0.0686012517811,0.812686831069,0.0,0.0,0.0
1609059068287530000,11,1609059068287530000,0.335184455954,-0.0213050183915,1.90266802796,0.999736094143,0.00533813819796,0.0182849247729,-0.0128416461232,0.0708805018908,-0.0807550300389,0.818479746544,0.0,0.0,0.0
1609059068387606000,12,1609059068387606000,0.341632673857,-0.0325400574354,1.98602563743,0.999723404419,0.00516033890043,0.0179943877468,-0.0142368384608,0.0637524053185,-0.0999323010285,0.803077319362,0.0,0.0,0.0
1609059068488256000,13,1609059068488256000,0.345700466238,-0.0446594508699,2.05742652262,0.999743189402,0.00502428535745,0.0175119624763,-0.0134774986644,0.062241740518,-0.110853180652,0.788745941047,0.0,0.0,0.0
